Year,Team,Medal,Count
1948,Denmark,Silver,17
1948,Jamaica,Gold,1
1948,Egypt,Bronze,1
1948,Djinn,Silver,5
1948,Italy,Gold,21
1948,Italy,Bronze,14
1948,Ireland,Bronze,1
1948,Iran,Bronze,1
1948,India,Gold,20
1948,Hungary,Silver,25
1948,Hungary,Bronze,22
1948,Hilarius,Gold,2
1948,Great Britain,Silver,42
1948,Hungary,Gold,15
1948,Egypt,Silver,2
1948,Great Britain,Bronze,12
1948,France,Silver,22
1948,France,Gold,26
1948,France,Bronze,24
1948,Finland,Silver,8
1948,Finland,Gold,17
1948,Finland,Bronze,8
1948,Great Britain,Gold,5
1948,Egypt,Gold,2
1952,New Zealand,Gold,1
1952,Norway,Gold,2
1952,Pan,Gold,3
1952,Poland,Bronze,1
1952,Romania,Bronze,2
1952,Poland,Silver,2
1952,Ralia,Bronze,5
1952,New Zealand,Bronze,2
1952,Poland,Gold,1
1952,Netherlands,Silver,18
1952,Jamaica,Gold,5
1952,Merope,Gold,2
1952,Luxembourg,Gold,1
1952,Llanoria,Gold,6
1952,Lebanon,Silver,1
1952,Lebanon,Bronze,1
1952,Japan,Silver,9
1952,Japan,Gold,1
1952,Japan,Bronze,2
1952,Jamaica,Silver,3
1952,Romania,Gold,1
1952,Mexico,Silver,1
1952,Romania,Silver,1
1952,Yugoslavia,Gold,4
1952,South Africa,Gold,2
1952,Yugoslavia,Silver,20
1952,Italy,Silver,22
1952,Uruguay,Bronze,14
1952,United States,Silver,21
1952,United States,Gold,73
1952,United States,Bronze,28
1952,Turkey,Gold,2
1952,Turkey,Bronze,1
1952,Trinidad and Tobago,Bronze,2
1952,Tornado,Silver,3
1952,South Africa,Bronze,4
1952,Switzerland,Silver,19
1952,Switzerland,Bronze,12
1952,Sweden,Silver,21
1952,Sweden,Gold,23
1952,Sweden,Bronze,20
1952,Spain,Silver,1
1952,Soviet Union,Silver,62
1952,Soviet Union,Gold,36
1952,Soviet Union,Bronze,19
1952,South Korea,Bronze,2
1952,South Africa,Silver,8
1952,Switzerland,Gold,2
1952,Italy,Gold,15
1952,Venezuela,Bronze,1
1952,Ireland,Silver,1
1952,Denmark,Bronze,5
1952,Czechoslovakia,Silver,4
1952,Czechoslovakia,Gold,11
1952,Czechoslovakia,Bronze,10
1952,Complex II,Gold,4
1952,Comanche,Silver,2
1952,Chile,Silver,4
1952,Canada,Silver,3
1952,Canada,Gold,1
1952,Bulgaria,Bronze,1
1952,Denmark,Gold,3
1952,Brazil,Gold,1
1952,Belgium,Silver,3
1952,Belgium,Gold,5
1952,Austria,Silver,1
1952,Austria,Bronze,2
1952,Australia,Silver,2
1952,Australia,Gold,7
1952,Australia,Bronze,11
1952,Argentina,Silver,2
1952,Italy,Bronze,15
1952,Argentina,Bronze,2
1952,Brazil,Bronze,2
1952,Denmark,Silver,1
1952,Argentina,Gold,2
1952,Elisabeth X,Silver,5
1952,Egypt,Bronze,1
1952,Iran,Silver,3
1952,India,Gold,14
1952,India,Bronze,1
1952,Hungary,Silver,17
1952,Hungary,Gold,53
1952,Hungary,Bronze,32
1952,Hojwa,Bronze,3
1952,Gustel X,Bronze,3
1952,Great Britain,Silver,2
1952,Great Britain,Gold,3
1952,Iran,Bronze,4
1952,Germany,Silver,14
1952,Germany,Bronze,23
1952,France,Silver,9
1952,France,Gold,14
1952,France,Bronze,17
1952,Finland,Silver,3
1952,Finland,Gold,8
1952,Finland,Bronze,24
1952,Encore,Silver,3
1952,Espadarte,Bronze,2
1952,Great Britain,Bronze,26
1956,Mexico,Bronze,1
1956,Mexico,Gold,1
1956,New Zealand,Gold,1
1956,Poland,Bronze,9
1956,Norway,Gold,1
1956,Pakistan,Silver,14
1956,Poland,Gold,1
1956,Norway,Bronze,2
1956,Merope III,Silver,2
1956,Japan,Bronze,5
1956,Jest,Gold,2
1956,Japan,Silver,15
1956,Japan,Gold,4
1956,Italy,Silver,9
1956,Italy,Gold,26
1956,Italy,Bronze,10
1956,Ireland,Silver,1
1956,Ireland,Gold,1
1956,Poland,Silver,9
1956,Ireland,Bronze,3
1956,Kathleen,Gold,2
1956,Romania,Bronze,10
1956,Sweden,Gold,8
1956,Romania,Silver,3
1956,Yugoslavia,Silver,23
1956,Vision,Silver,4
1956,Uruguay,Bronze,12
1956,United States,Silver,42
1956,United States,Gold,59
1956,United States,Bronze,20
1956,Turkey,Silver,2
1956,Turkey,Gold,3
1956,Turkey,Bronze,2
1956,Tip,Silver,3
1956,Switzerland,Bronze,3
1956,Sweden,Silver,14
1956,Sweden,Bronze,6
1956,Soviet Union,Silver,46
1956,Soviet Union,Gold,68
1956,Soviet Union,Bronze,55
1956,South Korea,Silver,1
1956,South Korea,Bronze,1
1956,South Africa,Bronze,7
1956,Slaghoken II,Gold,3
1956,Rush V,Gold,3
1956,Romania,Gold,6
1956,Iran,Silver,2
1956,Iran,Bronze,1
1956,India,Gold,17
1956,Czechoslovakia,Bronze,1
1956,Chuckles,Bronze,2
1956,Chile,Silver,2
1956,Chile,Bronze,2
1956,Canada,Silver,9
1956,Canada,Gold,5
1956,Canada,Bronze,5
1956,Buraddoo,Bronze,3
1956,Bulgaria,Gold,1
1956,Czechoslovakia,Gold,1
1956,Bulgaria,Bronze,14
1956,Bluebottle,Bronze,3
1956,Belgium,Silver,2
1956,Austria,Bronze,4
1956,Australia,Silver,11
1956,Australia,Gold,28
1956,Australia,Bronze,23
1956,Argentina,Silver,1
1956,Argentina,Bronze,1
1956,Iran,Gold,2
1956,Brazil,Gold,1
1956,Czechoslovakia,Silver,5
1956,Bulgaria,Silver,3
1956,Denmark,Gold,1
1956,Iceland,Silver,1
1956,Denmark,Bronze,1
1956,Hungary,Silver,20
1956,Hungary,Gold,30
1956,Hungary,Bronze,14
1956,Greece,Bronze,1
1956,Great Britain,Silver,12
1956,Great Britain,Bronze,17
1956,Germany,Silver,20
1956,Germany,Gold,9
1956,Great Britain,Gold,8
1956,Gem IV,Bronze,2
1956,Denmark,Silver,1
1956,Germany,Bronze,23
1956,Finland,Bronze,22
1956,Finland,Gold,3
1956,Finland,Silver,1
1956,Falcon IV,Silver,2
1956,France,Gold,7
1956,France,Silver,13
1956,France,Bronze,13
1960,Poland,Silver,11
1960,South Africa,Bronze,2
1960,Skum,Silver,2
1960,Sirene,Gold,2
1960,Singapore,Silver,1
1960,Shrew II,Bronze,2
1960,Romania,Silver,1
1960,Romania,Gold,3
1960,Romania,Bronze,11
1960,Poland,Gold,4
1960,Minotaur,Gold,3
1960,Pakistan,Gold,13
1960,Pakistan,Bronze,1
1960,Nirefs,Gold,3
1960,New Zealand,Gold,2
1960,New Zealand,Bronze,1
1960,Netherlands,Silver,1
1960,Netherlands,Bronze,2
1960,Morocco,Silver,1
1960,South Africa,Silver,1
1960,Poland,Bronze,15
1960,Soviet Union,Bronze,45
1960,Yugoslavia,Silver,1
1960,Soviet Union,Silver,63
1960,Mexico,Bronze,1
1960,Yugoslavia,Gold,16
1960,West Indies Federation,Bronze,5
1960,Web II,Silver,3
1960,Venilia,Bronze,3
1960,Venezuela,Bronze,1
1960,United States,Silver,23
1960,United States,Gold,78
1960,United States,Bronze,19
1960,United Arab Republic,Silver,1
1960,United Arab Republic,Bronze,1
1960,Turkey,Silver,2
1960,Turkey,Gold,7
1960,Tornado,Gold,2
1960,Tango,Silver,3
1960,Switzerland,Silver,6
1960,Switzerland,Bronze,3
1960,Sweden,Silver,2
1960,Sweden,Gold,2
1960,Sweden,Bronze,3
1960,Spain,Bronze,14
1960,Soviet Union,Gold,59
1960,Macky VI,Bronze,3
1960,Australia,Bronze,11
1960,Japan,Silver,10
1960,Denmark,Silver,12
1960,Denmark,Gold,2
1960,Denmark,Bronze,4
1960,Czechoslovakia,Silver,7
1960,Czechoslovakia,Gold,4
1960,Czechoslovakia,Bronze,11
1960,Chinese Taipei,Silver,1
1960,Canada,Silver,9
1960,Bulgaria,Gold,1
1960,Ethiopia,Gold,1
1960,Bulgaria,Bronze,3
1960,Belgium,Silver,2
1960,Belgium,Bronze,2
1960,Ballerina IV,Bronze,3
1960,Austria,Silver,2
1960,Austria,Gold,1
1960,Australia,Silver,24
1960,Australia,Gold,11
1960,Argentina,Bronze,1
1960,Ma'Lindo,Silver,2
1960,Brazil,Bronze,13
1960,Finland,Bronze,4
1960,Bulgaria,Silver,3
1960,Finland,Silver,1
1960,Japan,Gold,9
1960,Finland,Gold,1
1960,Italy,Silver,18
1960,Italy,Gold,36
1960,Italy,Bronze,31
1960,Iraq,Bronze,1
1960,Iran,Silver,1
1960,Iran,Bronze,3
1960,India,Silver,13
1960,Hungary,Silver,16
1960,Hungary,Gold,13
1960,Japan,Bronze,12
1960,France,Bronze,6
1960,Great Britain,Silver,11
1960,Great Britain,Gold,2
1960,Great Britain,Bronze,15
1960,Ghana,Silver,1
1960,Germany,Silver,33
1960,Germany,Gold,34
1960,Germany,Bronze,19
1960,France,Silver,6
1960,Hungary,Bronze,37
1964,Poland,Bronze,23
1964,Poland,Gold,10
1964,Poland,Silver,13
1964,Romania,Bronze,10
1964,South Korea,Silver,2
1964,Romania,Silver,4
1964,Rush VII,Silver,3
1964,Philippines,Silver,1
1964,South Korea,Bronze,1
1964,Romania,Gold,2
1964,Pandora,Gold,2
1964,Netherlands,Silver,10
1964,Nigeria,Bronze,1
1964,New Zealand,Gold,2
1964,New Zealand,Bronze,2
1964,Netherlands,Gold,5
1964,Netherlands,Bronze,16
1964,Mutafo,Silver,3
1964,Mexico,Bronze,1
1964,Lady C,Silver,2
1964,Kenya,Bronze,1
1964,Pakistan,Silver,16
1964,Soviet Union,Bronze,51
1964,Yugoslavia,Gold,2
1964,Soviet Union,Silver,63
1964,Yugoslavia,Silver,11
1964,Yugoslavia,Bronze,2
1964,Widgeon,Bronze,2
1964,White Lady,Gold,3
1964,Uruguay,Bronze,1
1964,United States,Silver,35
1964,United States,Gold,95
1964,United States,Bronze,29
1964,Turkey,Silver,3
1964,Turkey,Gold,2
1964,Turkey,Bronze,1
1964,Tunisia,Silver,1
1964,Tunisia,Bronze,1
1964,Trinidad and Tobago,Silver,1
1964,Trinidad and Tobago,Bronze,5
1964,Switzerland,Silver,4
1964,Switzerland,Gold,1
1964,Switzerland,Bronze,1
1964,Sweden,Silver,1
1964,Sweden,Gold,3
1964,Sweden,Bronze,6
1964,Soviet Union,Gold,60
1964,Japan,Gold,32
1964,Japan,Silver,5
1964,Italy,Silver,28
1964,Denmark,Bronze,4
1964,Czechoslovakia,Silver,37
1964,Czechoslovakia,Gold,5
1964,Czechoslovakia,Bronze,12
1964,Cuba,Silver,1
1964,Canada,Silver,2
1964,Canada,Gold,2
1964,Canada,Bronze,1
1964,Bulgaria,Silver,5
1964,Bulgaria,Bronze,2
1964,Brazil,Bronze,12
1964,Bingo,Bronze,3
1964,Belgium,Gold,2
1964,Belgium,Bronze,1
1964,Barrenjoey,Gold,3
1964,Australia,Silver,6
1964,Australia,Gold,5
1964,Australia,Bronze,30
1964,Argentina,Silver,1
1964,Aphrodite,Bronze,3
1964,Japan,Bronze,25
1964,Denmark,Gold,4
1964,Denmark,Silver,1
1964,Bulgaria,Gold,3
1964,Finland,Bronze,2
1964,Italy,Gold,14
1964,Ethiopia,Gold,1
1964,Italy,Bronze,9
1964,Ireland,Bronze,1
1964,Iran,Bronze,2
1964,India,Gold,15
1964,Hungary,Silver,7
1964,Hungary,Bronze,7
1964,Humbug V,Bronze,2
1964,Great Britain,Silver,17
1964,Great Britain,Gold,4
1964,Hungary,Gold,42
1964,France,Bronze,17
1964,Glider,Silver,2
1964,Ghana,Bronze,1
1964,Germany,Silver,41
1964,Germany,Gold,22
1964,Germany,Bronze,50
1964,Gem,Gold,2
1964,France,Silver,13
1964,France,Gold,1
1964,Great Britain,Bronze,5
1964,Finland,Gold,3
1968,New Zealand,Bronze,2
1968,New Zealand,Gold,5
1968,Norway,Gold,4
1968,Norway,Silver,2
1968,Romania,Bronze,9
1968,Poland,Bronze,30
1968,Poland,Gold,5
1968,Poland,Silver,2
1968,Netherlands,Silver,7
1968,Pakistan,Gold,13
1968,Netherlands,Gold,6
1968,Japan,Silver,25
1968,Mongolia,Silver,1
1968,Mongolia,Bronze,3
1968,Mexico,Silver,3
1968,Mexico,Gold,3
1968,Mexico,Bronze,3
1968,Kenya,Silver,7
1968,Yugoslavia,Silver,14
1968,Kenya,Gold,3
1968,Kenya,Bronze,2
1968,Romania,Gold,5
1968,Netherlands,Bronze,1
1968,Romania,Silver,9
1968,Yugoslavia,Gold,13
1968,South Korea,Silver,1
1968,Japan,Gold,16
1968,Yugoslavia,Bronze,2
1968,West Germany,Silver,16
1968,West Germany,Gold,17
1968,West Germany,Bronze,18
1968,Venezuela,Gold,1
1968,United States,Silver,32
1968,United States,Gold,99
1968,United States,Bronze,35
1968,Uganda,Silver,1
1968,South Korea,Bronze,1
1968,Uganda,Bronze,1
1968,Tunisia,Gold,1
1968,Tunisia,Bronze,1
1968,Switzerland,Silver,3
1968,Switzerland,Bronze,10
1968,Sweden,Silver,4
1968,Sweden,Gold,4
1968,Sweden,Bronze,1
1968,Soviet Union,Silver,63
1968,Soviet Union,Gold,65
1968,Soviet Union,Bronze,64
1968,Turkey,Gold,2
1968,Japan,Bronze,22
1968,Iran,Bronze,2
1968,Italy,Silver,8
1968,Czechoslovakia,Silver,7
1968,Czechoslovakia,Gold,7
1968,Czechoslovakia,Bronze,15
1968,Cuba,Silver,10
1968,Chinese Taipei,Bronze,1
1968,Canada,Silver,3
1968,Canada,Gold,3
1968,Canada,Bronze,4
1968,Cameroon,Silver,1
1968,Bulgaria,Silver,21
1968,Denmark,Bronze,6
1968,Bulgaria,Gold,2
1968,Brazil,Silver,1
1968,Brazil,Bronze,3
1968,Belgium,Silver,1
1968,Belgium,Bronze,2
1968,Austria,Silver,2
1968,Austria,Bronze,3
1968,Australia,Silver,35
1968,Australia,Gold,5
1968,Australia,Bronze,11
1968,Argentina,Bronze,2
1968,Bulgaria,Bronze,3
1968,Denmark,Gold,5
1968,Jamaica,Silver,1
1968,East Germany,Bronze,19
1968,Italy,Gold,5
1968,Italy,Bronze,20
1968,Iran,Silver,1
1968,Iran,Gold,2
1968,India,Bronze,16
1968,Hungary,Silver,20
1968,Denmark,Silver,6
1968,Hungary,Bronze,29
1968,Greece,Bronze,1
1968,Great Britain,Silver,5
1968,Great Britain,Gold,9
1968,Hungary,Gold,32
1968,France,Silver,5
1968,France,Gold,12
1968,France,Bronze,10
1968,Finland,Silver,2
1968,Finland,Gold,1
1968,Finland,Bronze,1
1968,Ethiopia,Silver,1
1968,Ethiopia,Gold,1
1968,East Germany,Silver,20
1968,East Germany,Gold,13
1968,Great Britain,Bronze,5
1972,North Korea,Gold,1
1972,North Korea,Silver,1
1972,Norway,Bronze,4
1972,Norway,Gold,2
1972,Poland,Silver,8
1972,Pakistan,Silver,15
1972,Poland,Bronze,11
1972,Poland,Gold,27
1972,Norway,Silver,2
1972,North Korea,Bronze,13
1972,Kenya,Silver,3
1972,Niger,Bronze,1
1972,New Zealand,Silver,4
1972,New Zealand,Gold,9
1972,New Zealand,Bronze,1
1972,Netherlands,Silver,1
1972,Netherlands,Gold,3
1972,Netherlands,Bronze,2
1972,Mongolia,Silver,1
1972,Mexico,Silver,1
1972,Lebanon,Silver,1
1972,Romania,Bronze,27
1972,Nigeria,Bronze,1
1972,Romania,Gold,3
1972,Turkey,Silver,1
1972,South Korea,Silver,1
1972,Kenya,Gold,5
1972,Yugoslavia,Silver,1
1972,Yugoslavia,Gold,15
1972,Yugoslavia,Bronze,2
1972,West Germany-1,Silver,2
1972,West Germany,Silver,17
1972,West Germany,Gold,44
1972,West Germany,Bronze,39
1972,United States,Silver,59
1972,United States,Gold,69
1972,Romania,Silver,10
1972,United States,Bronze,43
1972,Uganda,Gold,1
1972,Tunisia,Silver,1
1972,Switzerland,Silver,8
1972,Sweden,Silver,10
1972,Sweden,Gold,4
1972,Sweden,Bronze,8
1972,Spain,Bronze,1
1972,Soviet Union,Silver,47
1972,Soviet Union,Gold,107
1972,Soviet Union,Bronze,60
1972,Uganda,Silver,1
1972,Kenya,Bronze,4
1972,Jamaica,Bronze,1
1972,Japan,Gold,29
1972,Denmark,Gold,1
1972,Czechoslovakia,Silver,21
1972,Czechoslovakia,Gold,2
1972,Czechoslovakia,Bronze,6
1972,Cuba,Silver,1
1972,Cuba,Gold,3
1972,Cuba,Bronze,18
1972,Colombia,Silver,1
1972,Colombia,Bronze,2
1972,Canada,Silver,2
1972,East Germany,Bronze,57
1972,Canada,Bronze,9
1972,Bulgaria,Gold,6
1972,Bulgaria,Bronze,6
1972,Brazil,Bronze,2
1972,Belgium,Silver,2
1972,Austria,Silver,1
1972,Austria,Bronze,2
1972,Japan,Silver,19
1972,Australia,Gold,11
1972,Australia,Bronze,2
1972,Argentina,Silver,1
1972,Bulgaria,Silver,10
1972,East Germany,Gold,28
1972,Australia,Silver,7
1972,East Germany-1,Gold,2
1972,Japan,Bronze,8
1972,Italy,Silver,3
1972,Italy,Gold,9
1972,Italy,Bronze,13
1972,Iran,Silver,2
1972,Iran,Bronze,1
1972,Hungary,Silver,46
1972,Hungary,Gold,10
1972,Hungary,Bronze,25
1972,Greece,Silver,2
1972,India,Bronze,14
1972,Great Britain,Gold,8
1972,Ethiopia,Bronze,2
1972,Great Britain,Silver,9
1972,Finland,Bronze,6
1972,Finland,Gold,3
1972,Finland,Silver,1
1972,East Germany,Silver,64
1972,France,Gold,2
1972,France,Silver,5
1972,Ghana,Bronze,1
1972,Great Britain,Bronze,12
1972,France,Bronze,15
1976,Pakistan,Bronze,16
1976,Romania,Gold,4
1976,Romania,Bronze,23
1976,Puerto Rico,Bronze,1
1976,Portugal,Silver,2
1976,Poland,Silver,29
1976,Poland,Gold,18
1976,Poland,Bronze,26
1976,Romania,Silver,28
1976,Mongolia,Silver,1
1976,Norway,Gold,2
1976,North Korea,Silver,1
1976,North Korea,Gold,1
1976,New Zealand,Silver,1
1976,New Zealand,Gold,15
1976,New Zealand,Bronze,9
1976,Netherlands,Silver,2
1976,Netherlands,Bronze,12
1976,South Korea,Bronze,15
1976,Norway,Silver,4
1976,South Korea,Gold,1
1976,Trinidad and Tobago,Gold,1
1976,Soviet Union,Bronze,77
1976,Mexico,Gold,1
1976,Yugoslavia,Gold,2
1976,Yugoslavia,Bronze,3
1976,West Germany,Silver,25
1976,Yugoslavia,Silver,14
1976,West Germany,Bronze,32
1976,Venezuela,Silver,1
1976,United States,Silver,58
1976,United States,Gold,70
1976,United States,Bronze,36
1976,Thailand,Bronze,1
1976,Switzerland,Silver,3
1976,Switzerland,Gold,1
1976,Switzerland,Bronze,6
1976,Sweden,Silver,1
1976,Sweden,Gold,9
1976,Spain,Silver,6
1976,Soviet Union,Silver,95
1976,Soviet Union,Gold,114
1976,South Korea,Silver,1
1976,Mexico,Bronze,1
1976,West Germany,Gold,21
1976,Japan,Gold,25
1976,Denmark,Bronze,5
1976,Czechoslovakia,Silver,4
1976,Czechoslovakia,Gold,2
1976,Czechoslovakia,Bronze,9
1976,Cuba,Silver,4
1976,Cuba,Gold,6
1976,Cuba,Bronze,14
1976,Canada,Silver,9
1976,Canada,Bronze,14
1976,Bulgaria,Silver,13
1976,Bulgaria,Gold,8
1976,Bulgaria,Bronze,18
1976,Brazil,Bronze,3
1976,Bermuda,Bronze,1
1976,Belgium,Silver,3
1976,Belgium,Bronze,6
1976,Austria,Bronze,1
1976,Australia,Bronze,8
1976,Japan,Silver,6
1976,Denmark,Gold,3
1976,East Germany,Bronze,42
1976,Australia,Silver,15
1976,East Germany,Silver,51
1976,East Germany,Gold,102
1976,Japan,Bronze,10
1976,Jamaica,Gold,1
1976,Italy,Silver,25
1976,Italy,Gold,2
1976,Italy,Bronze,4
1976,Iran,Silver,1
1976,Iran,Bronze,1
1976,Hungary,Silver,6
1976,Jamaica,Silver,1
1976,Hungary,Bronze,35
1976,Hungary,Gold,14
1976,Finland,Silver,2
1976,France,Bronze,8
1976,France,Gold,5
1976,Finland,Gold,4
1976,Great Britain,Bronze,11
1976,Great Britain,Gold,6
1976,Great Britain,Silver,15
1976,France,Silver,7
1980,Poland,Gold,3
1980,Mongolia,Silver,2
1980,North Korea,Silver,3
1980,North Korea,Bronze,2
1980,Netherlands,Silver,1
1980,Netherlands,Bronze,5
1980,Poland,Bronze,22
1980,Jamaica,Bronze,3
1980,Mexico,Silver,1
1980,Mexico,Bronze,9
1980,Lebanon,Bronze,1
1980,Italy,Silver,21
1980,Italy,Gold,8
1980,Italy,Bronze,8
1980,Poland,Silver,25
1980,Ireland,Silver,2
1980,Mongolia,Bronze,2
1980,Romania,Bronze,46
1980,Sweden,Silver,8
1980,Romania,Silver,15
1980,India,Gold,16
1980,Zimbabwe,Gold,15
1980,Yugoslavia,Silver,27
1980,Yugoslavia,Gold,13
1980,Yugoslavia,Bronze,17
1980,Venezuela,Silver,1
1980,Uganda,Silver,1
1980,Tanzania,Silver,2
1980,Switzerland,Gold,2
1980,Sweden,Gold,3
1980,Sweden,Bronze,9
1980,Spain,Silver,19
1980,Spain,Gold,2
1980,Spain,Bronze,3
1980,Soviet Union,Silver,129
1980,Soviet Union,Gold,187
1980,Soviet Union,Bronze,126
1980,Romania,Gold,7
1980,Hungary,Silver,13
1980,Ireland,Bronze,1
1980,Hungary,Bronze,40
1980,Czechoslovakia,Gold,17
1980,Czechoslovakia,Bronze,16
1980,Cuba,Silver,7
1980,Cuba,Gold,8
1980,Cuba,Bronze,5
1980,Bulgaria,Silver,44
1980,Bulgaria,Gold,8
1980,Bulgaria,Bronze,38
1980,Brazil,Bronze,5
1980,Belgium,Gold,1
1980,Austria,Silver,3
1980,Austria,Gold,1
1980,Austria,Bronze,1
1980,Australia,Silver,2
1980,Australia,Gold,6
1980,Australia,Bronze,5
1980,Hungary,Gold,8
1980,Czechoslovakia,Silver,18
1980,Denmark,Bronze,2
1980,Brazil,Gold,4
1980,Denmark,Silver,2
1980,Guyana,Bronze,1
1980,Denmark,Gold,4
1980,Greece,Gold,1
1980,Greece,Bronze,4
1980,Great Britain,Silver,18
1980,Great Britain,Bronze,24
1980,France,Silver,5
1980,France,Gold,18
1980,Great Britain,Gold,5
1980,Finland,Silver,1
1980,Finland,Gold,3
1980,Finland,Bronze,5
1980,Ethiopia,Gold,2
1980,Ethiopia,Bronze,2
1980,East Germany,Silver,88
1980,France,Bronze,6
1980,East Germany,Gold,115
1980,East Germany,Bronze,61
1984,Romania,Gold,40
1984,Pakistan,Gold,16
1984,Peru,Silver,1
1984,Portugal,Bronze,2
1984,Puerto Rico,Silver,1
1984,Puerto Rico,Bronze,1
1984,Romania,Bronze,35
1984,Norway,Silver,1
1984,Portugal,Gold,1
1984,Norway,Bronze,3
1984,Morocco,Gold,2
1984,Nigeria,Bronze,4
1984,New Zealand,Silver,1
1984,New Zealand,Gold,16
1984,New Zealand,Bronze,6
1984,Netherlands,Silver,7
1984,Netherlands,Gold,20
1984,Netherlands,Bronze,14
1984,Mexico,Silver,3
1984,Mexico,Gold,2
1984,Romania,Silver,31
1984,Nigeria,Silver,1
1984,South Korea,Bronze,7
1984,West Germany,Gold,30
1984,South Korea,Silver,28
1984,Mexico,Bronze,1
1984,Yugoslavia,Silver,5
1984,Yugoslavia,Gold,47
1984,Yugoslavia,Bronze,35
1984,West Germany,Silver,75
1984,West Germany,Bronze,53
1984,Venezuela,Bronze,3
1984,United States,Silver,116
1984,United States,Gold,186
1984,United States,Bronze,50
1984,South Korea,Gold,6
1984,Turkey,Bronze,3
1984,Syria,Silver,1
1984,Zambia,Bronze,1
1984,Switzerland,Silver,9
1984,Switzerland,Bronze,4
1984,Sweden,Silver,18
1984,Sweden,Gold,3
1984,Sweden,Bronze,13
1984,Spain,Silver,14
1984,Spain,Gold,2
1984,Spain,Bronze,3
1984,Thailand,Silver,1
1984,Kenya,Gold,1
1984,Cameroon,Bronze,1
1984,Japan,Silver,8
1984,Colombia,Silver,1
1984,Chinese Taipei,Bronze,1
1984,China,Silver,13
1984,China,Gold,24
1984,China,Bronze,37
1984,Canada,Silver,36
1984,Canada,Gold,19
1984,Canada,Bronze,32
1984,Brazil,Silver,33
1984,Brazil,Gold,1
1984,Belgium,Silver,2
1984,Belgium,Gold,1
1984,Belgium,Bronze,2
1984,Austria,Silver,1
1984,Austria,Gold,1
1984,Austria,Bronze,1
1984,Australia,Silver,14
1984,Australia,Gold,7
1984,Australia,Bronze,31
1984,Algeria,Bronze,2
1984,Kenya,Bronze,2
1984,Cote d'Ivoire,Silver,1
1984,Denmark,Bronze,10
1984,Brazil,Bronze,2
1984,Dominican Republic,Bronze,1
1984,Japan,Gold,10
1984,Denmark,Silver,3
1984,Japan,Bronze,31
1984,Jamaica,Silver,5
1984,Jamaica,Bronze,2
1984,Italy,Silver,6
1984,Italy,Bronze,28
1984,Ireland,Silver,1
1984,Iceland,Bronze,1
1984,Greece,Silver,1
1984,Greece,Bronze,1
1984,Italy,Gold,29
1984,Great Britain,Silver,20
1984,Great Britain,Gold,9
1984,Great Britain,Bronze,42
1984,France,Silver,16
1984,France,Gold,20
1984,France,Bronze,31
1984,Finland,Silver,2
1984,Finland,Gold,4
1984,Finland,Bronze,6
1984,Egypt,Silver,1
1988,Peru,Silver,12
1988,Philippines,Bronze,1
1988,Poland,Bronze,10
1988,Poland,Gold,2
1988,Poland,Silver,9
1988,Romania,Gold,8
1988,Romania,Bronze,16
1988,Senegal,Silver,1
1988,Romania,Silver,34
1988,Pakistan,Bronze,1
1988,Portugal,Gold,1
1988,Norway,Silver,20
1988,Mongolia,Bronze,1
1988,New Zealand,Silver,4
1988,New Zealand,Gold,4
1988,Netherlands Antilles,Silver,1
1988,Netherlands,Silver,6
1988,Netherlands,Gold,3
1988,Netherlands,Bronze,36
1988,Morocco,Gold,1
1988,Morocco,Bronze,2
1988,Mexico,Bronze,2
1988,Kenya,Silver,2
1988,South Korea,Bronze,10
1988,Norway,Gold,2
1988,South Korea,Gold,28
1988,Yugoslavia,Bronze,21
1988,South Korea-2,Bronze,2
1988,Kenya,Gold,5
1988,Yugoslavia,Silver,27
1988,Yugoslavia,Gold,15
1988,West Germany,Silver,37
1988,West Germany,Gold,32
1988,West Germany,Bronze,46
1988,United States Virgin Islands,Silver,1
1988,United States,Silver,66
1988,United States,Gold,87
1988,United States,Bronze,54
1988,Turkey,Silver,1
1988,South Korea,Silver,37
1988,Turkey,Gold,1
1988,Switzerland,Silver,6
1988,Switzerland,Bronze,2
1988,Sweden,Silver,5
1988,Sweden,Bronze,11
1988,Suriname,Gold,1
1988,Spain,Silver,2
1988,Spain,Gold,1
1988,Spain,Bronze,2
1988,Soviet Union,Silver,67
1988,Soviet Union,Gold,134
1988,Soviet Union,Bronze,99
1988,Thailand,Bronze,1
1988,Kenya,Bronze,2
1988,New Zealand,Bronze,16
1988,Japan,Gold,4
1988,Czechoslovakia,Gold,3
1988,Czechoslovakia,Bronze,3
1988,Costa Rica,Silver,1
1988,Colombia,Bronze,1
1988,China-1,Gold,2
1988,China,Silver,16
1988,China,Gold,4
1988,China,Bronze,30
1988,Chile,Silver,1
1988,Canada,Silver,5
1988,Canada,Gold,4
1988,Czechoslovakia,Silver,4
1988,Canada,Bronze,14
1988,Bulgaria,Gold,10
1988,Brazil,Silver,17
1988,Brazil,Gold,1
1988,Brazil,Bronze,5
1988,Belgium,Bronze,2
1988,Austria,Gold,1
1988,Australia,Silver,6
1988,Australia,Gold,18
1988,Australia,Bronze,11
1988,Argentina,Silver,1
1988,Argentina,Bronze,12
1988,Bulgaria,Silver,14
1988,Denmark,Bronze,3
1988,Bulgaria,Bronze,17
1988,Denmark,Silver,1
1988,Denmark,Gold,3
1988,Japan,Bronze,13
